scenario,controller,station,block,completed,total_tasks,deadline_misses,tardiness,idle_blocks,busy_blocks,crane_blocks,cancellations,starts,mismatch_blocks,aborted_blocks,makespan,cost,cost_idle,cost_cancel,cost_tardy,cost_mismatch,cost_restart,tuned_param
weak_weather_impact,calibrated_by_lead,344,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,6,10,10,0,0,45,15,60,0,10,5,5,16,1.2000000000000004,0.9000000000000005,0.0,0.0,0.25,0.05,0.7
weak_weather_impact,calibrated_by_lead,344,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,10,10,10,0,0,45,15,60,0,10,5,5,16,1.2000000000000004,0.9000000000000005,0.0,0.0,0.25,0.05,0.7
weak_weather_impact,calibrated_by_lead,344,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,344,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,344,16,10,10,0,0,44,16,60,1,11,7,7,20,1.8000000000000005,0.8800000000000004,0.5,0.0,0.35,0.07,0.7
weak_weather_impact,calibrated_by_lead,348,0,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,3,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,348,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,6,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,348,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,10,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,348,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,348,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,348,16,10,10,0,0,46,14,60,0,10,4,4,15,1.1600000000000006,0.9200000000000005,0.0,0.0,0.2,0.04,0.7
weak_weather_impact,calibrated_by_lead,350,0,10,10,0,0,50,10,60,0,10,0,0,12,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,6,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,350,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,350,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,14,10,10,0,0,46,14,60,0,10,4,4,15,1.1600000000000006,0.9200000000000005,0.0,0.0,0.2,0.04,0.7
weak_weather_impact,calibrated_by_lead,350,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,350,16,10,10,0,0,49,11,60,0,10,1,1,12,1.0400000000000005,0.9800000000000005,0.0,0.0,0.05,0.01,0.7
weak_weather_impact,calibrated_by_lead,356,0,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,3,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,356,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,6,10,10,0,0,50,10,60,1,11,1,1,15,1.5600000000000005,1.0000000000000004,0.5,0.0,0.05,0.01,0.7
weak_weather_impact,calibrated_by_lead,356,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,8,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,356,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,356,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,14,10,10,0,0,45,15,60,0,10,5,5,16,1.2000000000000004,0.9000000000000005,0.0,0.0,0.25,0.05,0.7
weak_weather_impact,calibrated_by_lead,356,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,356,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,0,10,10,0,0,50,10,60,0,10,0,0,12,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,6,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,370,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,370,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,370,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,0,10,10,0,0,48,12,60,0,10,2,2,14,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,375,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,5,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,375,6,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,375,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,10,10,10,0,0,41,19,60,0,10,9,9,20,1.3600000000000005,0.8200000000000004,0.0,0.0,0.44999999999999996,0.09,0.7
weak_weather_impact,calibrated_by_lead,375,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,375,13,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,375,14,10,10,0,0,44,16,60,0,10,6,6,17,1.2400000000000004,0.8800000000000004,0.0,0.0,0.3,0.060000000000000005,0.7
weak_weather_impact,calibrated_by_lead,375,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,375,16,10,10,0,0,50,10,60,1,11,1,1,15,1.5600000000000005,1.0000000000000004,0.5,0.0,0.05,0.01,0.7
weak_weather_impact,calibrated_by_lead,377,0,10,10,0,0,50,10,60,0,10,0,0,12,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,5,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,377,6,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,377,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,377,13,10,10,0,0,49,11,60,0,10,1,1,12,1.0400000000000005,0.9800000000000005,0.0,0.0,0.05,0.01,0.7
weak_weather_impact,calibrated_by_lead,377,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,377,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,0,10,10,0,0,50,10,60,0,10,0,0,12,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,6,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,380,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,380,13,10,10,0,0,49,11,60,0,10,1,1,12,1.0400000000000005,0.9800000000000005,0.0,0.0,0.05,0.01,0.7
weak_weather_impact,calibrated_by_lead,380,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,380,16,10,10,0,0,49,11,60,0,10,1,1,12,1.0400000000000005,0.9800000000000005,0.0,0.0,0.05,0.01,0.7
weak_weather_impact,calibrated_by_lead,391,0,10,10,0,0,50,10,60,0,10,0,0,12,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,3,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,6,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,0.7
weak_weather_impact,calibrated_by_lead,391,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,8,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,12,10,10,0,0,48,12,60,0,10,2,2,13,1.0800000000000005,0.9600000000000005,0.0,0.0,0.1,0.02,0.7
weak_weather_impact,calibrated_by_lead,391,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,14,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,15,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,calibrated_by_lead,391,16,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,0.7
weak_weather_impact,no_weather,209,0,10,10,0,0,18,42,60,0,10,32,32,43,2.280000000000001,0.36000000000000004,0.0,0.0,1.6000000000000008,0.3200000000000001,
weak_weather_impact,no_weather,209,1,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,2,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,3,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,
weak_weather_impact,no_weather,209,4,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,5,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,6,10,10,0,0,47,13,60,0,10,3,3,14,1.1200000000000006,0.9400000000000005,0.0,0.0,0.15000000000000002,0.03,
weak_weather_impact,no_weather,209,7,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,8,10,10,0,0,41,19,60,0,10,9,9,20,1.3600000000000005,0.8200000000000004,0.0,0.0,0.44999999999999996,0.09,
weak_weather_impact,no_weather,209,9,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,10,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,11,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,12,10,10,0,0,39,21,60,0,10,11,11,22,1.4400000000000004,0.7800000000000004,0.0,0.0,0.5499999999999999,0.10999999999999999,
weak_weather_impact,no_weather,209,13,10,10,0,0,50,10,60,0,10,0,0,11,1.0000000000000004,1.0000000000000004,0.0,0.0,0.0,0.0,
weak_weather_impact,no_weather,209,14,10,10,0,0,29,31,60,0,10,21,21,32,1.8400000000000003,0.5800000000000002,0.0,0.0,1.0500000000000003,0.21000000000000005,
